,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
267,536975,22849,BREAD BIN DINER STYLE MINT,2,2010-12-03 14:04:00,16.95,14911.0,EIRE
268,536975,22946,WOODEN ADVENT CALENDAR CREAM,2,2010-12-03 14:04:00,16.95,14911.0,EIRE
269,536975,22947,WOODEN ADVENT CALENDAR RED,2,2010-12-03 14:04:00,16.95,14911.0,EIRE
270,536975,22560,TRADITIONAL MODELLING CLAY,24,2010-12-03 14:04:00,1.25,14911.0,EIRE
271,536975,21912,VINTAGE SNAKES & LADDERS,4,2010-12-03 14:04:00,3.75,14911.0,EIRE
272,536975,22549,PICTURE DOMINOES,12,2010-12-03 14:04:00,1.45,14911.0,EIRE
273,536975,21914,BLUE HARMONICA IN BOX,12,2010-12-03 14:04:00,1.25,14911.0,EIRE
274,536975,21888,BINGO SET,4,2010-12-03 14:04:00,3.75,14911.0,EIRE
275,536975,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2010-12-03 14:04:00,4.95,14911.0,EIRE
276,536975,21064,BOOM BOX SPEAKER BOYS,6,2010-12-03 14:04:00,5.95,14911.0,EIRE
277,536975,84558A,3D DOG PICTURE PLAYING CARDS,6,2010-12-03 14:04:00,2.95,14911.0,EIRE
278,536975,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE
279,536975,22299,PIG KEYRING WITH LIGHT & SOUND,24,2010-12-03 14:04:00,1.25,14911.0,EIRE
280,536975,22180,RETROSPOT LAMP,4,2010-12-03 14:04:00,9.95,14911.0,EIRE
281,536975,84849B,FAIRY SOAP SOAP HOLDER,12,2010-12-03 14:04:00,1.69,14911.0,EIRE
282,536975,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,2010-12-03 14:04:00,1.69,14911.0,EIRE
283,536975,20966,SANDWICH BATH SPONGE,10,2010-12-03 14:04:00,1.25,14911.0,EIRE
284,536975,20961,STRAWBERRY BATH SPONGE,10,2010-12-03 14:04:00,1.25,14911.0,EIRE
285,536975,22863,SOAP DISH BROCANTE,6,2010-12-03 14:04:00,2.95,14911.0,EIRE
286,536975,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-03 14:04:00,12.75,14911.0,EIRE
287,536975,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2010-12-03 14:04:00,2.55,14911.0,EIRE
288,536975,22837,HOT WATER BOTTLE BABUSHKA,8,2010-12-03 14:04:00,4.65,14911.0,EIRE
289,536975,22941,CHRISTMAS LIGHTS 10 REINDEER,12,2010-12-03 14:04:00,8.5,14911.0,EIRE
290,536975,22942,CHRISTMAS LIGHTS 10 SANTAS,10,2010-12-03 14:04:00,8.5,14911.0,EIRE
291,536975,22816,CARD MOTORBIKE SANTA,24,2010-12-03 14:04:00,0.42,14911.0,EIRE
292,536975,22121,NOEL WOODEN BLOCK LETTERS,12,2010-12-03 14:04:00,5.45,14911.0,EIRE
293,536975,79321,CHILLI LIGHTS,4,2010-12-03 14:04:00,4.95,14911.0,EIRE
294,536975,22704,WRAP RED APPLES,25,2010-12-03 14:04:00,0.42,14911.0,EIRE
295,536975,22705,WRAP GREEN PEARS,25,2010-12-03 14:04:00,0.42,14911.0,EIRE
296,536975,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-03 14:04:00,2.1,14911.0,EIRE
297,536975,22745,POPPY'S PLAYHOUSE BEDROOM,6,2010-12-03 14:04:00,2.1,14911.0,EIRE
298,536975,22746,POPPY'S PLAYHOUSE LIVINGROOM,6,2010-12-03 14:04:00,2.1,14911.0,EIRE
299,536975,22747,POPPY'S PLAYHOUSE BATHROOM,6,2010-12-03 14:04:00,2.1,14911.0,EIRE
300,536975,22592,CARDHOLDER HOLLY WREATH METAL,4,2010-12-03 14:04:00,3.75,14911.0,EIRE
301,536975,21165,BEWARE OF THE CAT METAL SIGN,12,2010-12-03 14:04:00,1.69,14911.0,EIRE
302,536975,21179,NO JUNK MAIL METAL SIGN,12,2010-12-03 14:04:00,1.25,14911.0,EIRE
303,536975,21164,HOME SWEET HOME METAL SIGN,6,2010-12-03 14:04:00,2.95,14911.0,EIRE
304,536975,21484,CHICK GREY HOT WATER BOTTLE,4,2010-12-03 14:04:00,3.45,14911.0,EIRE
305,536975,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-03 14:04:00,3.95,14911.0,EIRE
306,536975,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-12-03 14:04:00,4.25,14911.0,EIRE
307,536975,22113,GREY HEART HOT WATER BOTTLE,8,2010-12-03 14:04:00,3.75,14911.0,EIRE
308,536975,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-12-03 14:04:00,4.95,14911.0,EIRE
309,536975,84559A,3D SHEET OF DOG STICKERS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE
310,536975,84559B,3D SHEET OF CAT STICKERS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE
311,536975,20981,12 PENCILS TALL TUBE WOODLAND,12,2010-12-03 14:04:00,0.85,14911.0,EIRE
312,536975,20982,12 PENCILS TALL TUBE SKULLS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE
313,536983,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-12-03 14:30:00,1.65,12712.0,Germany
314,536983,22865,HAND WARMER OWL DESIGN,12,2010-12-03 14:30:00,2.1,12712.0,Germany
315,536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2010-12-03 14:30:00,8.5,12712.0,Germany
316,536983,22926,IVORY GIANT GARDEN THERMOMETER,4,2010-12-03 14:30:00,5.95,12712.0,Germany
317,536983,22914,BLUE COAT RACK PARIS FASHION,3,2010-12-03 14:30:00,4.95,12712.0,Germany
318,536983,84849D,HOT BATHS SOAP HOLDER,12,2010-12-03 14:30:00,1.69,12712.0,Germany
319,536983,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010-12-03 14:30:00,2.95,12712.0,Germany
320,536983,16016,LARGE CHINESE STYLE SCISSOR,10,2010-12-03 14:30:00,0.85,12712.0,Germany
321,536983,POST,POSTAGE,1,2010-12-03 14:30:00,18.0,12712.0,Germany
322,536990,21992,VINTAGE PAISLEY STATIONERY SET,6,2010-12-03 15:14:00,2.95,12793.0,Portugal
323,536990,22383,LUNCH BAG SUKI  DESIGN,10,2010-12-03 15:14:00,1.65,12793.0,Portugal
324,536990,20728,LUNCH BAG CARS BLUE,14,2010-12-03 15:14:00,1.65,12793.0,Portugal
325,536990,20658,RED RETROSPOT LUGGAGE TAG,12,2010-12-03 15:14:00,1.25,12793.0,Portugal
326,536990,20669,RED HEART LUGGAGE TAG,12,2010-12-03 15:14:00,1.25,12793.0,Portugal
327,536990,POST,POSTAGE,1,2010-12-03 15:14:00,28.0,12793.0,Portugal
328,536990,20726,LUNCH BAG WOODLAND,10,2010-12-03 15:14:00,1.65,12793.0,Portugal
329,537022,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-03 15:45:00,1.25,12725.0,Italy
330,537022,21287,SCENTED VELVET LOUNGE CANDLE,12,2010-12-03 15:45:00,1.25,12725.0,Italy
331,537022,79337,BLUE FLOCK GLASS CANDLEHOLDER,6,2010-12-03 15:45:00,1.65,12725.0,Italy
332,537022,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,12,2010-12-03 15:45:00,1.25,12725.0,Italy
333,537022,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2010-12-03 15:45:00,2.1,12725.0,Italy
334,537022,22809,SET OF 6 T-LIGHTS SANTA,6,2010-12-03 15:45:00,2.95,12725.0,Italy
335,537022,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2010-12-03 15:45:00,2.95,12725.0,Italy
336,537022,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03 15:45:00,1.25,12725.0,Italy
337,537022,22307,GOLD MUG BONE CHINA TREE OF LIFE,6,2010-12-03 15:45:00,1.95,12725.0,Italy
338,537022,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,2010-12-03 15:45:00,0.65,12725.0,Italy
339,537022,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,2010-12-03 15:45:00,4.25,12725.0,Italy
340,537022,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4,2010-12-03 15:45:00,4.25,12725.0,Italy
341,537022,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-12-03 15:45:00,4.25,12725.0,Italy
342,537022,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,2010-12-03 15:45:00,4.25,12725.0,Italy
343,537022,85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy
344,537022,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,2010-12-03 15:45:00,4.25,12725.0,Italy
345,537022,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy
346,537022,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy
347,537022,85034C,3 ROSE MORRIS BOXED CANDLES,4,2010-12-03 15:45:00,4.25,12725.0,Italy
348,537022,72741,GRAND CHOCOLATECANDLE,9,2010-12-03 15:45:00,1.45,12725.0,Italy
349,537022,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,2010-12-03 15:45:00,5.95,12725.0,Italy
350,537022,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-12-03 15:45:00,2.95,12725.0,Italy
351,537022,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,3,2010-12-03 15:45:00,4.65,12725.0,Italy
352,537022,POST,POSTAGE,2,2010-12-03 15:45:00,28.0,12725.0,Italy
353,537026,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-03 16:35:00,2.1,12395.0,Belgium
354,537026,21217,RED RETROSPOT ROUND CAKE TINS,2,2010-12-03 16:35:00,9.95,12395.0,Belgium
355,537026,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium
356,537026,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium
357,537026,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium
358,537026,21975,PACK OF 60 DINOSAUR CAKE CASES,48,2010-12-03 16:35:00,0.55,12395.0,Belgium
359,537026,21976,PACK OF 60 MUSHROOM CAKE CASES,48,2010-12-03 16:35:00,0.55,12395.0,Belgium
360,537026,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-03 16:35:00,1.65,12395.0,Belgium
361,537026,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-03 16:35:00,1.95,12395.0,Belgium
362,537026,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-12-03 16:35:00,0.85,12395.0,Belgium
363,537026,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-03 16:35:00,0.55,12395.0,Belgium
364,537026,POST,POSTAGE,2,2010-12-03 16:35:00,18.0,12395.0,Belgium
365,537065,22837,HOT WATER BOTTLE BABUSHKA,8,2010-12-05 11:57:00,4.65,12567.0,France
366,537065,22846,BREAD BIN DINER STYLE RED,1,2010-12-05 11:57:00,16.95,12567.0,France
367,537065,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2010-12-05 11:57:00,1.25,12567.0,France
368,537065,22968,ROSE COTTAGE KEEPSAKE BOX,8,2010-12-05 11:57:00,8.5,12567.0,France
369,537065,84678,CLASSICAL ROSE SMALL VASE,6,2010-12-05 11:57:00,2.55,12567.0,France
370,537065,20665,RED RETROSPOT PURSE,6,2010-12-05 11:57:00,2.95,12567.0,France
371,537065,21786,POLKADOT RAIN HAT,24,2010-12-05 11:57:00,0.42,12567.0,France
372,537065,21787,RAIN PONCHO RETROSPOT,24,2010-12-05 11:57:00,0.85,12567.0,France
373,537065,20750,RED RETROSPOT MINI CASES,6,2010-12-05 11:57:00,7.95,12567.0,France
374,537065,20749,ASSORTED COLOUR MINI CASES,2,2010-12-05 11:57:00,7.95,12567.0,France
375,537065,21774,DECORATIVE CATS BATHROOM BOTTLE,12,2010-12-05 11:57:00,1.25,12567.0,France
376,537065,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2010-12-05 11:57:00,1.25,12567.0,France
377,537065,21439,BASKET OF TOADSTOOLS,12,2010-12-05 11:57:00,1.25,12567.0,France
378,537065,47566,PARTY BUNTING,5,2010-12-05 11:57:00,4.65,12567.0,France
379,537065,22727,ALARM CLOCK BAKELIKE RED,4,2010-12-05 11:57:00,3.75,12567.0,France
380,537065,22726,ALARM CLOCK BAKELIKE GREEN,4,2010-12-05 11:57:00,3.75,12567.0,France
381,537065,22728,ALARM CLOCK BAKELIKE PINK,4,2010-12-05 11:57:00,3.75,12567.0,France
382,537065,22729,ALARM CLOCK BAKELIKE ORANGE,4,2010-12-05 11:57:00,3.75,12567.0,France
383,537065,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2010-12-05 11:57:00,1.65,12567.0,France
384,537065,22467,GUMBALL COAT RACK,6,2010-12-05 11:57:00,2.55,12567.0,France
385,537065,22318,FIVE HEART HANGING DECORATION,6,2010-12-05 11:57:00,2.95,12567.0,France
386,537065,21195,PINK  HONEYCOMB PAPER BALL,6,2010-12-05 11:57:00,2.1,12567.0,France
387,537065,20725,LUNCH BAG RED RETROSPOT,10,2010-12-05 11:57:00,1.65,12567.0,France
388,537065,20726,LUNCH BAG WOODLAND,20,2010-12-05 11:57:00,1.65,12567.0,France
389,537065,20728,LUNCH BAG CARS BLUE,10,2010-12-05 11:57:00,1.65,12567.0,France
390,537065,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2010-12-05 11:57:00,2.55,12567.0,France
391,537065,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2010-12-05 11:57:00,2.95,12567.0,France
392,537065,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,2010-12-05 11:57:00,2.55,12567.0,France
393,537065,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,2010-12-05 11:57:00,2.55,12567.0,France
394,537065,21533,RETROSPOT LARGE MILK JUG,3,2010-12-05 11:57:00,4.95,12567.0,France
395,537065,21539,RED RETROSPOT BUTTER DISH,3,2010-12-05 11:57:00,4.95,12567.0,France
396,537065,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-05 11:57:00,12.75,12567.0,France
397,537065,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2010-12-05 11:57:00,3.75,12567.0,France
398,537065,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-12-05 11:57:00,3.75,12567.0,France
399,537065,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2010-12-05 11:57:00,3.75,12567.0,France
400,537065,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2010-12-05 11:57:00,3.75,12567.0,France
401,537065,22634,CHILDS BREAKFAST SET SPACEBOY,2,2010-12-05 11:57:00,9.95,12567.0,France
402,537065,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,2010-12-05 11:57:00,9.95,12567.0,France
403,537065,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2010-12-05 11:57:00,8.5,12567.0,France
404,537065,22180,RETROSPOT LAMP,4,2010-12-05 11:57:00,9.95,12567.0,France
405,537065,21980,PACK OF 12 RED RETROSPOT TISSUES,24,2010-12-05 11:57:00,0.29,12567.0,France
406,537065,21981,PACK OF 12 WOODLAND TISSUES,24,2010-12-05 11:57:00,0.29,12567.0,France
407,537065,21982,PACK OF 12 SUKI TISSUES,24,2010-12-05 11:57:00,0.29,12567.0,France
408,537065,22614,PACK OF 12 SPACEBOY TISSUES,24,2010-12-05 11:57:00,0.29,12567.0,France
409,537065,22615,PACK OF 12 CIRCUS PARADE TISSUES,24,2010-12-05 11:57:00,0.29,12567.0,France
410,537065,84870B,BLUE GEISHA GIRL,4,2010-12-05 11:57:00,3.75,12567.0,France
411,537065,84870C,GREEN GEISHA GIRL,4,2010-12-05 11:57:00,3.75,12567.0,France
412,537065,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2010-12-05 11:57:00,1.65,12567.0,France
413,537065,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-05 11:57:00,1.65,12567.0,France
414,537065,16238,PARTY TIME PENCIL ERASERS,28,2010-12-05 11:57:00,0.21,12567.0,France
415,537065,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-12-05 11:57:00,0.85,12567.0,France
416,537065,22632,HAND WARMER RED RETROSPOT,12,2010-12-05 11:57:00,2.1,12567.0,France
417,537065,21829,DINOSAUR KEYRINGS ASSORTED,36,2010-12-05 11:57:00,0.21,12567.0,France
418,537065,21556,CERAMIC STRAWBERRY MONEY BOX,6,2010-12-05 11:57:00,2.55,12567.0,France
419,537065,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-05 11:57:00,1.45,12567.0,France
420,537065,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,2010-12-05 11:57:00,2.55,12567.0,France
421,537065,22483,RED GINGHAM TEDDY BEAR,6,2010-12-05 11:57:00,2.95,12567.0,France
422,537065,21054,NURSE'S BAG SOFT TOY,6,2010-12-05 11:57:00,8.95,12567.0,France
423,537065,21055,TOOL BOX SOFT TOY,6,2010-12-05 11:57:00,8.95,12567.0,France
424,537065,21892,TRADITIONAL WOODEN CATCH CUP GAME,12,2010-12-05 11:57:00,1.25,12567.0,France
425,537065,22619,SET OF 6 SOLDIER SKITTLES,4,2010-12-05 11:57:00,3.75,12567.0,France
426,537065,84963A,PINK PAINTED KASHMIRI CHAIR,4,2010-12-05 11:57:00,42.95,12567.0,France
427,537065,POST,POSTAGE,9,2010-12-05 11:57:00,18.0,12567.0,France
428,537081,22409,MONEY BOX BISCUITS DESIGN,12,2010-12-05 12:00:00,1.25,15332.0,Lithuania
429,537081,21915,RED  HARMONICA IN BOX,36,2010-12-05 12:00:00,1.25,15332.0,Lithuania
430,537081,15056BL,EDWARDIAN PARASOL BLACK,12,2010-12-05 12:00:00,5.95,15332.0,Lithuania
431,537081,15056N,EDWARDIAN PARASOL NATURAL,12,2010-12-05 12:00:00,5.95,15332.0,Lithuania
432,537081,20679,EDWARDIAN PARASOL RED,12,2010-12-05 12:00:00,5.95,15332.0,Lithuania
433,537081,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2010-12-05 12:00:00,3.25,15332.0,Lithuania
434,537081,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2010-12-05 12:00:00,3.25,15332.0,Lithuania
435,537081,20681,PINK POLKADOT CHILDRENS UMBRELLA,6,2010-12-05 12:00:00,3.25,15332.0,Lithuania
436,537081,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2010-12-05 12:00:00,1.65,15332.0,Lithuania
437,537081,21914,BLUE HARMONICA IN BOX,36,2010-12-05 12:00:00,1.25,15332.0,Lithuania
438,537081,22273,FELTCRAFT DOLL MOLLY,12,2010-12-05 12:00:00,2.95,15332.0,Lithuania
439,537081,22306,SILVER MUG BONE CHINA TREE OF LIFE,36,2010-12-05 12:00:00,1.65,15332.0,Lithuania
440,537081,22307,GOLD MUG BONE CHINA TREE OF LIFE,36,2010-12-05 12:00:00,1.65,15332.0,Lithuania
441,537081,22300,COFFEE MUG DOG + BALL DESIGN,18,2010-12-05 12:00:00,2.55,15332.0,Lithuania
442,537081,22301,COFFEE MUG CAT + BIRD DESIGN,18,2010-12-05 12:00:00,2.55,15332.0,Lithuania
443,537081,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2010-12-05 12:00:00,1.65,15332.0,Lithuania
444,537081,22553,PLASTERS IN TIN SKULLS,12,2010-12-05 12:00:00,1.65,15332.0,Lithuania
445,537081,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-05 12:00:00,1.65,15332.0,Lithuania
446,537081,22568,FELTCRAFT CUSHION OWL,24,2010-12-05 12:00:00,3.39,15332.0,Lithuania
447,537081,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,16,2010-12-05 12:00:00,3.75,15332.0,Lithuania
448,537081,22569,FELTCRAFT CUSHION BUTTERFLY,16,2010-12-05 12:00:00,3.75,15332.0,Lithuania
449,537081,22940,FELTCRAFT CHRISTMAS FAIRY,16,2010-12-05 12:00:00,4.25,15332.0,Lithuania
450,537081,22750,FELTCRAFT PRINCESS LOLA DOLL,16,2010-12-05 12:00:00,3.75,15332.0,Lithuania
451,537081,22751,FELTCRAFT PRINCESS OLIVIA DOLL,16,2010-12-05 12:00:00,3.75,15332.0,Lithuania
452,537081,85114B,IVORY ENCHANTED FOREST PLACEMAT,24,2010-12-05 12:00:00,1.65,15332.0,Lithuania
453,537086,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,20,2010-12-05 12:01:00,3.75,15332.0,Lithuania
454,537086,22271,FELTCRAFT DOLL ROSIE,48,2010-12-05 12:01:00,2.55,15332.0,Lithuania
455,537086,22569,FELTCRAFT CUSHION BUTTERFLY,8,2010-12-05 12:01:00,3.75,15332.0,Lithuania
456,537086,22750,FELTCRAFT PRINCESS LOLA DOLL,16,2010-12-05 12:01:00,3.75,15332.0,Lithuania
457,537086,22751,FELTCRAFT PRINCESS OLIVIA DOLL,12,2010-12-05 12:01:00,3.75,15332.0,Lithuania
458,537086,21429,RED GINGHAM ROSE JEWELLERY BOX,16,2010-12-05 12:01:00,1.65,15332.0,Lithuania
459,537086,85206A,CREAM FELT EASTER EGG BASKET,24,2010-12-05 12:01:00,1.65,15332.0,Lithuania
460,537086,22021,BLUE FELT EASTER EGG BASKET,24,2010-12-05 12:01:00,1.65,15332.0,Lithuania
461,537090,21915,RED  HARMONICA IN BOX,12,2010-12-05 12:02:00,1.25,15332.0,Lithuania
462,537197,22843,BISCUIT TIN VINTAGE GREEN,2,2010-12-05 14:02:00,6.75,12647.0,Germany
463,537197,22842,BISCUIT TIN VINTAGE RED,2,2010-12-05 14:02:00,6.75,12647.0,Germany
464,537197,22961,JAM MAKING SET PRINTED,12,2010-12-05 14:02:00,1.45,12647.0,Germany
465,537197,22962,JAM JAR WITH PINK LID,12,2010-12-05 14:02:00,0.85,12647.0,Germany
466,537197,22963,JAM JAR WITH GREEN LID,12,2010-12-05 14:02:00,0.85,12647.0,Germany
467,537197,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2010-12-05 14:02:00,3.75,12647.0,Germany
468,537197,22199,FRYING PAN RED RETROSPOT,4,2010-12-05 14:02:00,4.25,12647.0,Germany
469,537197,22200,FRYING PAN PINK POLKADOT,4,2010-12-05 14:02:00,4.25,12647.0,Germany
470,537197,22505,MEMO BOARD COTTAGE DESIGN,4,2010-12-05 14:02:00,4.95,12647.0,Germany
471,537197,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-12-05 14:02:00,4.95,12647.0,Germany
472,537197,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-12-05 14:02:00,1.65,12647.0,Germany
473,537197,85055,FRENCH ENAMEL UTENSIL HOLDER,4,2010-12-05 14:02:00,3.75,12647.0,Germany
474,537197,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-12-05 14:02:00,12.75,12647.0,Germany
475,537197,POST,POSTAGE,3,2010-12-05 14:02:00,18.0,12647.0,Germany
476,537197,22624,IVORY KITCHEN SCALES,2,2010-12-05 14:02:00,8.5,12647.0,Germany
477,537197,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-12-05 14:02:00,0.0,12647.0,Germany
478,537197,22847,BREAD BIN DINER STYLE IVORY,1,2010-12-05 14:02:00,16.95,12647.0,Germany
479,537198,20685,DOORMAT RED RETROSPOT,10,2010-12-05 14:03:00,6.75,12647.0,Germany
480,537198,POST,POSTAGE,1,2010-12-05 14:03:00,18.0,12647.0,Germany
481,537201,22781,GUMBALL MAGAZINE RACK,2,2010-12-05 14:19:00,7.65,12472.0,Germany
482,537201,22865,HAND WARMER OWL DESIGN,24,2010-12-05 14:19:00,2.1,12472.0,Germany
483,537201,22960,JAM MAKING SET WITH JARS,12,2010-12-05 14:19:00,3.75,12472.0,Germany
484,537201,22961,JAM MAKING SET PRINTED,12,2010-12-05 14:19:00,1.45,12472.0,Germany
485,537201,22962,JAM JAR WITH PINK LID,24,2010-12-05 14:19:00,0.85,12472.0,Germany
486,537201,22963,JAM JAR WITH GREEN LID,24,2010-12-05 14:19:00,0.85,12472.0,Germany
487,537201,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,18,2010-12-05 14:19:00,2.1,12472.0,Germany
488,537201,22972,CHILDREN'S SPACEBOY MUG,12,2010-12-05 14:19:00,1.65,12472.0,Germany
489,537201,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-12-05 14:19:00,1.65,12472.0,Germany
490,537201,22975,SPACEBOY CHILDRENS EGG CUP,12,2010-12-05 14:19:00,1.25,12472.0,Germany
491,537201,22976,CIRCUS PARADE CHILDRENS EGG CUP,12,2010-12-05 14:19:00,1.25,12472.0,Germany
492,537201,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-05 14:19:00,2.1,12472.0,Germany
493,537201,22568,FELTCRAFT CUSHION OWL,4,2010-12-05 14:19:00,3.75,12472.0,Germany
494,537201,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-05 14:19:00,2.1,12472.0,Germany
495,537201,22940,FELTCRAFT CHRISTMAS FAIRY,8,2010-12-05 14:19:00,4.25,12472.0,Germany
496,537201,22898,CHILDRENS APRON APPLES DESIGN,8,2010-12-05 14:19:00,1.95,12472.0,Germany
497,537201,22837,HOT WATER BOTTLE BABUSHKA,4,2010-12-05 14:19:00,4.65,12472.0,Germany
498,537201,22968,ROSE COTTAGE KEEPSAKE BOX,2,2010-12-05 14:19:00,9.95,12472.0,Germany
499,537201,22816,CARD MOTORBIKE SANTA,12,2010-12-05 14:19:00,0.42,12472.0,Germany
500,537201,22818,CARD CHRISTMAS VILLAGE,24,2010-12-05 14:19:00,0.42,12472.0,Germany
501,537201,21915,RED  HARMONICA IN BOX,24,2010-12-05 14:19:00,1.25,12472.0,Germany
502,537201,21914,BLUE HARMONICA IN BOX,24,2010-12-05 14:19:00,1.25,12472.0,Germany
503,537201,22333,RETROSPOT PARTY BAG + STICKER SET,8,2010-12-05 14:19:00,1.65,12472.0,Germany
504,537201,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-05 14:19:00,0.12,12472.0,Germany
505,537201,21817,GLITTER CHRISTMAS TREE,12,2010-12-05 14:19:00,0.85,12472.0,Germany
506,537201,22337,ANGEL DECORATION PAINTED ZINC,24,2010-12-05 14:19:00,0.65,12472.0,Germany
507,537201,22571,ROCKING HORSE RED CHRISTMAS,24,2010-12-05 14:19:00,0.85,12472.0,Germany
508,537201,22572,ROCKING HORSE GREEN CHRISTMAS,24,2010-12-05 14:19:00,0.85,12472.0,Germany
509,537201,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2010-12-05 14:19:00,0.85,12472.0,Germany
510,537201,22601,CHRISTMAS RETROSPOT ANGEL WOOD,24,2010-12-05 14:19:00,0.85,12472.0,Germany
511,537201,84341B,SMALL PINK MAGIC CHRISTMAS TREE,12,2010-12-05 14:19:00,0.85,12472.0,Germany
512,537201,22629,SPACEBOY LUNCH BOX,36,2010-12-05 14:19:00,1.95,12472.0,Germany
513,537201,22326,ROUND SNACK BOXES SET OF4 WOODLAND,24,2010-12-05 14:19:00,2.95,12472.0,Germany
514,537201,20719,WOODLAND CHARLOTTE BAG,30,2010-12-05 14:19:00,0.85,12472.0,Germany
